,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4489,3880,80,211,0,0,17,9,0,1,1,1,2959,0
8889,8768,2120,189,0,0,21,10,2367,0,1,0,9214,0
1643,718,373,240,0,0,16,5,2016,0,1,0,421,0
3518,2801,1568,209,0,0,21,6,0,1,0,0,1034,0
1374,419,397,241,0,1,26,4,588,0,1,0,4753,0
2264,1408,2094,191,0,0,11,0,0,0,1,1,9094,0
87,8667,2321,338,0,1,12,10,0,1,1,0,2911,0
2848,2056,2662,459,0,0,23,6,0,1,1,1,6348,0
6835,6486,745,419,0,1,15,7,0,1,1,1,8738,0
2751,1949,1265,313,0,1,24,9,2486,1,1,1,4425,0
2214,1353,438,459,0,0,8,5,4992,1,0,1,4409,0
9609,9569,2415,350,0,0,17,1,0,1,1,0,6448,0
6220,5804,1643,416,0,1,15,2,128,1,1,0,4345,0
4907,4344,2900,132,0,1,16,3,4264,0,1,1,7247,0
5064,4519,2863,167,0,0,29,10,0,1,1,0,239,0
6993,6661,1253,248,0,0,17,1,218,1,1,1,2211,0
8568,8411,2564,224,0,1,46,0,5439,1,0,1,6407,0
8836,8709,1429,459,0,1,25,8,0,1,1,1,4096,0
8920,8803,1751,179,0,0,18,4,0,1,1,0,9554,0
4918,4356,343,326,0,0,18,3,6341,1,1,0,9697,1
5076,4532,357,309,0,0,19,8,0,1,1,0,3897,0
102,36,1250,347,0,1,13,10,5485,0,1,0,6738,0
9630,9592,2881,325,0,1,13,9,752,1,1,1,7255,0
2648,1834,603,354,0,1,3,5,3097,0,1,1,4282,0
6000,5560,1697,238,0,0,19,2,6344,2,0,1,5807,1
2826,2032,1407,302,0,0,25,5,3943,0,1,0,9575,0
4094,3441,783,122,0,1,11,2,0,1,0,1,5827,0
9258,9178,1217,148,0,1,2,0,5523,0,1,1,2645,0
1947,1055,441,297,0,1,34,1,0,1,1,1,3990,0
7844,7607,63,221,0,0,20,1,0,1,1,1,9552,0
4382,3761,1138,231,0,0,21,10,5522,1,0,0,6577,0
8578,8422,1857,104,0,1,29,2,3072,0,1,0,8361,0
4291,3660,351,388,0,1,14,2,5406,0,1,0,9223,0
3059,2292,614,240,0,0,15,9,0,1,0,0,995,0
4639,4047,1447,398,0,0,9,9,5047,0,1,1,8829,0
4250,3615,664,98,0,0,20,6,1394,0,0,0,9167,0
1992,1105,1035,222,0,0,11,7,4695,1,1,1,8696,0
7379,7091,219,182,0,0,18,1,0,0,1,1,7564,0
7305,7009,1669,296,0,1,10,8,620,0,1,1,5940,0
8192,7994,510,198,0,1,18,9,1151,0,1,0,5910,0
7197,6888,1407,316,0,0,24,2,0,1,1,1,2968,0
9035,8931,556,144,0,1,27,3,0,1,1,0,1445,0
5371,4860,1621,321,0,1,15,4,4011,0,1,0,8808,1
7286,6987,2629,289,0,0,25,5,0,1,1,1,7670,0
5843,5384,2305,319,0,1,3,5,717,1,1,1,7523,0
2089,1214,2024,288,0,0,15,1,0,1,0,0,8286,0
7702,7450,1336,459,0,1,13,9,0,1,1,0,4374,0
5265,4742,2574,169,0,0,9,6,0,1,1,0,1812,0
8814,8685,2927,349,0,0,33,5,0,1,1,1,4386,0
8455,8286,1291,218,0,0,35,7,0,1,1,1,1367,0
8454,8285,2889,111,0,0,17,7,0,1,1,1,8908,0
2006,1122,1242,296,0,1,21,8,0,1,1,0,5903,0
3656,2954,2878,359,0,0,19,7,0,0,1,1,1021,1
8327,8144,2166,316,0,0,17,10,0,1,1,1,8325,0
6072,5639,942,237,0,1,27,10,0,1,1,1,9850,0
8736,8598,2530,245,0,1,26,3,0,1,0,0,9234,0
8179,7980,1382,219,0,0,9,10,4209,0,0,1,210,0
3290,2548,2837,345,0,0,12,10,0,1,1,0,6305,0
1176,199,2824,335,0,1,16,10,0,1,0,0,2328,0
744,7168,2420,259,0,1,42,9,0,1,1,1,183,0
4554,3952,2523,201,0,1,21,8,0,1,1,0,9043,0
3459,2736,1974,382,0,0,22,2,0,1,0,1,8267,0
6847,6499,2191,265,0,1,12,4,0,1,0,1,3937,0
7547,7277,83,164,0,1,11,5,2405,0,1,1,7030,0
9174,9085,690,138,0,1,43,1,0,1,1,1,5044,0
5358,4845,2575,267,0,1,21,8,0,1,1,0,7085,0
693,6601,2151,198,0,1,16,7,0,1,1,1,4330,0
2533,1707,884,215,0,1,43,6,627,1,0,1,9236,0
982,9812,563,277,0,1,14,8,0,1,1,1,8720,0
6258,5845,1335,321,0,0,9,3,2741,0,1,0,1535,0
3601,2894,2776,217,0,1,32,7,0,0,1,0,9651,1
2142,1273,608,299,0,1,17,7,1004,0,1,0,4270,0
2268,1412,1107,268,0,0,38,10,1954,0,1,0,9974,1
445,3846,2314,357,0,0,8,1,5303,0,0,1,4617,0
3316,2577,2316,275,0,1,35,6,5021,0,1,0,1595,1
1701,783,925,401,0,1,32,10,0,3,1,1,5236,1
1168,190,151,216,0,0,9,3,0,1,1,0,7950,0
880,8679,2453,358,0,0,42,7,0,0,1,0,4438,1
2439,1603,52,175,0,0,24,7,0,0,1,0,4494,1
6554,6174,2869,129,0,1,13,5,5951,0,1,0,8704,0
230,1458,2280,282,0,1,54,1,0,1,0,1,693,0
1320,360,2840,296,0,0,29,8,0,1,1,1,4307,0
41,3557,564,74,0,0,33,9,1847,0,0,0,4524,1
8950,8836,1231,70,0,0,17,6,0,0,1,1,7401,0
1729,814,1335,246,0,1,15,0,2683,1,0,1,8549,0
3910,3237,144,229,0,0,52,4,5691,1,1,0,6259,1
579,5335,1206,310,0,1,21,3,0,1,1,1,9009,0
8271,8082,32,90,0,1,19,9,3936,1,1,1,4158,0
7275,6975,2420,278,0,0,24,10,0,1,0,0,2011,0
5610,5126,1595,342,0,0,10,6,0,1,0,0,1575,0
3905,3231,1233,105,0,0,11,5,0,1,1,0,3602,0
6531,6149,1973,127,0,0,27,9,0,1,1,1,6422,0
2084,1208,228,32,0,0,18,6,6219,0,1,0,1041,1
4379,3758,661,278,0,1,11,8,0,1,1,1,2148,0
2715,1909,1607,258,0,1,20,1,1813,0,0,1,9379,0
7346,7054,1689,398,0,1,9,7,0,1,1,0,227,0
5453,4951,682,323,0,0,7,5,0,1,0,0,9007,0
8558,8400,947,183,0,0,21,6,1544,0,1,0,213,0
9875,9863,2657,130,0,1,21,8,0,1,0,1,8045,0
9582,9538,79,168,0,1,44,7,1519,0,1,1,5566,0
8928,8811,546,232,0,0,11,1,0,1,0,0,6598,0
3879,3202,2273,387,0,0,15,10,3905,1,0,0,4466,1
5081,4538,925,219,0,0,13,7,589,0,1,1,2323,0
9114,9019,989,150,0,1,18,6,0,1,1,0,1400,0
7244,6941,1674,54,0,0,15,8,0,1,1,0,1280,0
5400,4893,949,340,0,0,12,6,0,1,1,0,4947,0
835,8179,1669,168,0,1,16,3,3046,1,1,0,9842,0
8394,8218,336,301,0,1,51,2,4055,0,1,1,8351,0
9042,8939,2541,340,0,1,11,6,4634,0,0,0,695,0
6817,6466,2734,217,0,0,38,2,2441,1,1,0,2395,1
6066,5632,1595,111,0,1,27,0,0,0,0,0,9134,0
3071,2305,1588,407,0,1,14,8,0,1,0,1,6515,0
3263,2518,141,56,0,1,25,3,0,1,1,0,6288,1
2729,1925,1189,276,0,1,5,1,0,1,1,0,9520,0
3272,2528,1121,337,0,0,41,5,0,0,1,1,3513,1
3315,2576,37,136,0,0,7,7,0,1,0,1,9841,0
1533,596,1839,459,0,0,19,4,4793,0,0,1,8273,0
9002,8895,440,214,0,1,18,8,2412,0,1,0,5001,0
6622,6250,1372,168,0,0,25,1,0,0,0,1,9248,0
1443,496,1292,165,0,0,25,7,0,2,0,0,1419,1
6322,5917,483,344,0,1,32,3,0,1,0,1,2662,0
4989,4435,2085,238,0,1,22,10,0,0,1,0,374,0
1419,470,1167,144,0,0,26,3,1149,0,1,1,2046,0
9516,9465,2334,166,0,0,14,4,1927,0,1,1,8295,0
181,913,1230,119,0,1,47,3,0,1,1,1,7065,0
4352,3728,1339,173,0,1,8,8,5545,1,0,0,4637,0
2446,1610,1236,367,0,1,33,9,5446,0,1,1,942,0
5321,4805,2174,341,0,1,7,0,857,0,0,0,4025,0
5684,5207,1826,344,0,0,7,4,5869,0,0,0,6011,0
7976,7753,2106,458,0,1,17,5,849,0,0,0,1505,0
3698,3000,1736,198,0,0,3,4,0,1,0,1,7486,0
544,4946,1569,113,0,0,31,8,0,2,0,1,9312,1
1204,231,158,239,0,0,22,8,0,1,1,1,6322,0
9680,9647,198,199,0,1,18,1,0,1,1,0,7113,0
8329,8147,655,292,0,1,25,3,983,1,1,0,6093,0
4007,3345,2397,257,0,0,25,8,3245,0,1,0,2467,0
2571,1749,448,289,0,1,26,8,678,0,0,1,8428,0
3753,3062,603,386,0,1,5,7,0,1,1,1,3506,0
8628,8478,1642,313,0,1,26,4,0,1,0,1,2966,0
9368,9300,1037,346,0,1,10,9,0,1,1,0,395,0
2718,1912,812,397,0,0,21,4,2905,0,0,1,749,0
8655,8508,1563,220,0,1,12,10,0,1,1,1,2757,0
6916,6576,2713,263,0,0,6,9,3560,0,1,1,1698,0
3844,3163,141,290,0,1,20,7,4009,0,1,0,92,0
4024,3364,697,264,0,0,2,8,2853,0,0,0,5982,0
3139,2381,447,254,0,0,22,4,2471,0,1,1,199,0
4237,3600,760,107,0,0,11,10,0,0,1,0,4976,0
218,1324,2436,416,0,1,25,1,434,1,1,0,6350,1
9606,9565,1586,133,0,1,26,2,1504,1,0,0,8980,0
5268,4745,1932,300,0,1,10,1,0,1,0,0,9598,0
2870,2081,493,316,0,0,37,1,0,1,0,1,7415,0
6227,5811,2855,197,0,0,16,4,1674,0,1,1,1795,0
2058,1179,537,316,0,1,29,4,0,1,1,0,4121,0
6434,6041,2318,237,0,0,27,9,0,1,1,0,5195,0
9175,9086,1835,128,0,0,20,8,2093,0,1,0,4883,0
3050,2282,453,400,0,0,26,6,0,1,1,1,1351,1
759,7335,347,273,0,1,40,6,6283,0,1,1,7795,0
1385,431,1811,325,0,0,17,9,1015,0,0,1,4367,0
5993,5550,1352,206,0,1,27,8,0,1,0,0,3751,0
3055,2287,2803,421,0,1,26,5,1198,1,1,0,3618,0
2970,2192,2763,424,0,1,27,8,0,0,0,1,7335,1
4270,3637,2900,232,0,0,39,8,5143,1,1,1,9119,0
4392,3772,984,396,0,1,33,0,4932,0,0,1,2399,0
9013,8907,426,200,0,0,16,4,6104,0,0,0,6125,0
4429,3814,942,235,0,1,20,8,3311,0,1,0,7328,1
3381,2649,1509,347,0,1,31,7,512,0,1,0,1322,0
3328,2590,2614,138,0,0,20,3,0,0,1,0,2621,1
5018,4468,289,165,0,0,33,9,4967,0,1,0,5473,1
7324,7030,2364,216,0,0,21,2,0,2,1,0,1855,1
3795,3108,165,163,0,0,4,9,0,1,0,1,2404,0
8282,8094,1925,356,0,0,3,5,5420,1,1,0,3745,0
1282,317,2681,231,0,1,17,9,0,1,1,1,1801,0
4148,3501,2567,263,0,1,14,7,0,1,1,1,2134,0
1437,489,54,279,0,0,13,10,0,0,0,1,8638,0
9628,9589,2623,271,0,0,4,10,0,1,1,1,6860,0
3441,2716,2325,205,0,1,18,3,0,1,1,1,1164,0
56,5223,2657,265,0,1,27,6,2328,0,1,0,9279,0
8479,8313,2856,241,0,1,32,3,0,1,0,0,7629,0
1844,941,1220,276,0,0,30,3,0,1,1,1,2740,0
8573,8417,1173,242,0,0,8,9,2009,0,1,1,7750,0
6263,5851,682,54,0,1,19,4,0,1,1,1,4455,0
1743,829,2736,85,0,1,22,7,0,0,1,1,5691,0
5197,4666,2574,413,0,0,53,9,0,1,0,1,2715,0
8993,8883,1362,156,0,0,17,5,0,0,1,1,1889,0
740,7124,983,227,0,0,6,8,2402,0,0,1,6484,0
524,4724,2857,270,0,1,30,4,1643,0,0,0,9825,0
7999,7781,678,435,0,1,8,6,3414,0,0,0,7758,0
435,3735,2268,371,0,0,33,4,6334,0,0,1,9186,0
308,2324,145,223,0,1,32,5,3022,0,1,0,1554,1
1565,631,1388,190,0,1,20,1,0,1,1,0,6958,0
2631,1816,504,238,0,1,17,1,4525,0,1,1,3325,0
5597,5110,871,279,0,0,24,7,973,0,1,1,8074,0
9477,9421,1488,264,0,0,23,6,0,0,0,0,6447,1
3826,3143,1831,383,0,1,58,5,984,0,1,1,2433,0
881,8690,929,288,0,0,25,5,0,2,1,0,857,1
3997,3332,2031,274,0,1,21,2,4855,0,1,0,2074,0
7118,6801,2765,324,0,1,14,9,4574,0,1,0,4818,0
3265,2520,1390,31,0,0,15,3,0,1,1,0,169,0
5736,5265,80,190,0,1,13,4,0,1,0,0,9383,0
8324,8141,2575,263,0,1,37,4,5673,0,1,1,6239,0
2623,1807,1023,124,0,0,10,10,0,1,0,0,9689,0
8859,8735,253,324,0,0,14,2,0,1,1,0,7802,0
9713,9684,173,323,0,1,22,10,4857,0,1,1,9838,0
6522,6139,2883,272,0,0,24,1,5464,1,1,0,8380,0
737,7090,1751,134,0,1,18,3,1168,0,0,1,3782,0
3133,2374,909,291,0,0,9,1,6231,0,1,0,3649,0
5407,4900,2878,170,0,1,19,1,32,1,0,1,112,0
6718,6356,1183,53,0,1,16,3,3511,0,1,0,731,0
5118,4579,1388,330,0,1,22,4,0,0,1,1,2534,0
4619,4025,1308,317,0,0,29,0,2201,1,0,1,1853,1
3689,2991,997,312,0,0,27,6,0,1,1,0,1811,0
7716,7465,2003,293,0,1,14,10,16,1,0,1,8171,0
1839,936,215,315,0,1,36,10,1413,0,1,1,4780,0
1995,1108,1802,193,0,0,26,6,6073,1,1,1,401,0
9356,9287,1583,7,0,1,24,8,0,0,1,0,8727,1
4119,3470,812,279,0,1,18,8,0,1,0,0,7712,0
5894,5440,2047,192,0,1,21,1,2447,1,1,0,8471,0
800,7791,2147,214,0,1,34,8,0,1,1,1,4103,0
1405,454,2107,3,0,0,26,7,2406,0,1,0,2654,1
5431,4927,633,305,0,0,7,9,2189,0,1,0,1247,0
69,6668,2179,284,0,0,3,9,6259,0,1,0,4554,0
9543,9495,215,256,0,0,17,7,1001,0,0,1,1278,0
2759,1958,437,318,0,1,19,8,0,0,1,0,3306,0
1586,654,2803,344,0,0,15,5,0,1,1,0,2787,0
1074,86,1314,144,0,0,13,8,941,1,1,1,6432,0
3063,2296,2662,218,0,1,14,8,5152,0,1,1,2917,0
6487,6099,2093,189,0,1,13,3,0,1,0,1,7973,0
7738,7489,1761,170,0,1,15,7,0,1,0,0,4083,0
5058,4512,35,323,0,1,19,10,3751,1,0,1,2881,0
6461,6071,2494,319,0,0,18,5,1289,0,1,0,7663,0
5231,4705,1558,431,0,1,20,7,2361,2,1,0,9513,1
3777,3088,1829,152,0,0,13,3,3704,0,1,1,3684,0
477,4201,90,220,0,0,22,9,55,1,1,0,2678,0
1329,370,392,352,0,0,22,7,0,0,1,0,6003,1
4035,3376,1569,378,0,0,20,3,0,1,0,0,8602,0
1777,866,1904,324,0,1,16,5,2010,0,0,0,9887,0
5792,5327,1541,171,0,1,20,6,0,0,1,0,891,0
4060,3404,1231,249,0,0,11,5,0,1,1,0,6886,0
5898,5444,517,308,0,1,16,3,1417,0,1,0,4733,0
9160,9070,1875,387,0,1,6,5,0,1,1,1,3477,0
9996,9997,1336,125,0,1,17,2,4921,0,1,1,114,0
5151,4616,768,383,0,0,17,4,1741,0,1,1,5766,0
468,4101,2093,145,0,1,17,9,0,1,1,0,8020,0
6311,5905,1161,350,0,1,11,9,0,1,1,1,908,0
6181,5760,2569,179,0,1,21,2,2480,1,1,0,8897,0
1025,32,2173,191,0,0,14,5,0,1,1,0,7722,0
8562,8405,2142,306,0,1,45,8,3747,0,0,0,1064,1
5368,4856,404,147,0,0,44,4,5222,0,0,0,4255,1
7278,6978,2676,251,0,0,15,5,5572,1,0,1,7747,0
773,7490,1336,376,0,1,18,4,3183,0,0,0,1345,0
6773,6417,438,234,0,1,25,5,1828,0,1,0,8376,0
641,6024,866,315,0,0,11,6,991,0,1,0,6755,0
4233,3596,2316,314,0,1,14,4,0,1,0,0,1670,0
3815,3131,2230,259,0,1,15,0,6239,0,1,0,7309,0
4104,3453,240,459,0,1,37,7,0,0,1,0,9700,1
9925,9919,2900,303,0,0,20,6,4756,0,1,1,9182,0
3527,2811,2620,458,0,1,51,8,5154,0,1,1,2208,0
6923,6584,2405,415,0,1,16,6,1113,0,0,1,6194,0
3881,3204,2510,197,0,0,46,4,0,0,1,1,4961,0
6798,6444,2701,409,0,1,42,7,5719,1,1,1,1794,0
7359,7069,1841,275,0,1,18,5,1634,1,1,0,6278,0
2166,1299,254,276,0,1,22,10,0,0,1,1,9837,0
8169,7969,1088,244,0,1,9,4,2233,0,1,0,3431,0
2825,2031,441,209,0,1,22,1,3316,0,1,1,8185,0
4087,3433,1750,246,0,1,42,4,0,1,1,1,8307,0
3941,3271,1361,263,0,1,14,10,1744,0,1,0,4979,1
8075,7864,2456,459,0,1,40,9,4122,0,0,0,5848,1
4222,3584,2853,459,0,1,22,7,0,0,1,0,2087,1
3209,2459,1751,134,0,1,8,8,4005,0,1,1,7935,0
1410,460,2089,132,0,0,55,8,0,1,0,0,1747,1
8257,8066,1335,180,0,1,22,6,0,1,0,0,8448,0
6750,6392,2279,227,0,0,24,3,0,3,0,0,651,1
6555,6175,148,250,0,1,17,6,0,1,1,0,9620,0
815,7957,1118,354,0,1,7,6,4174,1,1,0,2597,0
5397,4888,2101,332,0,0,22,8,3427,1,0,0,6528,0
9956,9953,1967,129,0,0,28,2,5592,0,1,0,994,1
2131,1261,994,223,0,1,20,3,1303,0,1,0,319,0
122,258,396,265,0,0,21,7,0,1,1,0,2319,0
4992,4438,2210,403,0,0,44,10,1941,2,1,0,4078,1
9003,8896,1690,285,0,1,15,7,4511,0,0,0,8803,0
9259,9180,656,409,0,0,22,4,5246,1,1,0,1848,0
5517,5022,1035,74,0,1,15,9,0,1,1,0,4311,0
6127,5700,2434,368,0,0,15,3,0,1,1,0,7542,0
2177,1311,1107,276,0,0,6,5,0,1,0,1,6312,0
2351,1505,2098,260,0,1,17,8,5213,2,1,0,1663,1
2134,1264,1252,322,0,1,26,1,5003,0,1,0,7991,0
1480,537,1823,255,0,1,12,6,6237,0,1,1,1572,0
4843,4273,436,263,0,1,11,3,5878,0,1,0,6475,0
4762,4183,1361,365,0,1,16,1,229,0,1,1,9440,0
7191,6882,1037,110,0,1,24,10,1169,0,0,1,9511,0
6041,5605,1609,384,0,1,27,9,0,0,1,0,1707,0
3620,2915,121,382,0,1,23,5,0,1,1,1,5795,0
9720,9692,1995,412,0,0,22,7,4370,0,1,0,1312,0
5837,5377,883,459,0,0,17,7,5445,0,1,0,9001,0
5261,4738,1502,323,0,0,8,10,5779,0,1,0,6960,0
300,2236,790,303,0,0,13,2,0,1,1,0,3382,0
9660,9625,63,159,0,0,12,5,0,1,1,0,9394,0
3794,3107,812,105,0,1,14,5,2323,0,1,0,8115,0
2858,2067,2915,216,0,1,7,4,0,1,0,0,4817,0
5694,5218,737,269,0,0,13,7,4531,0,0,1,6919,0
3142,2384,133,306,0,0,58,8,0,1,0,1,4911,0
1359,403,2542,40,0,1,19,0,1673,0,1,1,974,0
9749,9724,134,142,0,0,17,9,0,1,1,1,4859,0
486,4301,1841,250,0,1,19,8,0,1,1,0,8586,0
7836,7598,1277,257,0,1,24,5,0,1,1,0,5126,0
9554,9507,630,388,0,0,11,4,4856,2,1,0,1590,1
5900,5448,2239,192,0,0,9,5,0,2,1,0,3493,0
7362,7072,865,316,0,1,55,7,5053,0,1,1,7907,0
5382,4872,336,333,0,0,22,7,791,0,1,1,9270,0
9741,9715,2686,367,0,1,17,8,0,1,1,0,8736,0
8807,8677,2456,195,0,0,42,4,4859,1,0,1,7942,1
5186,4654,1607,248,0,1,14,10,0,1,1,0,666,0
8269,8080,1760,220,0,0,35,8,0,1,0,1,3137,1
9903,9895,332,215,0,0,18,2,0,1,0,1,3091,0
665,6290,2054,270,0,1,15,10,0,1,1,1,9104,0
3353,2618,386,117,0,0,13,8,0,1,1,1,7819,0
642,6035,737,192,0,0,9,1,2101,0,1,1,640,0
176,857,1183,119,0,0,12,0,0,1,1,1,1723,0
9910,9903,1470,233,0,1,37,8,1522,0,1,1,9747,1
3438,2712,410,54,0,0,12,4,0,1,1,1,1589,0
786,7634,2080,297,0,1,8,1,0,1,1,1,278,0
6391,5993,563,335,0,0,20,6,2230,0,1,0,1599,0
9065,8964,2004,165,0,0,12,8,0,1,1,1,4801,0
9927,9921,2237,423,0,0,13,7,5684,0,1,0,4900,0
3202,2451,1675,173,0,0,15,5,2956,0,1,0,7931,0
7835,7597,1703,274,0,0,23,9,6108,0,1,0,2090,0
91,9112,2287,417,0,1,27,8,1510,1,1,0,2666,0
9504,9452,1570,169,0,0,26,6,3452,0,1,0,9935,0
8237,8044,605,258,0,1,21,4,1035,0,1,1,7760,0
3635,2931,1379,349,0,0,19,6,0,1,1,1,5954,0
2312,1462,331,154,0,0,37,6,0,0,0,0,20,1
5317,4800,2877,309,0,1,19,1,2908,0,1,0,3370,0
6032,5595,1944,295,0,1,21,5,0,1,1,0,3069,0
4415,3798,1613,373,0,0,6,0,0,1,1,0,9356,0
8818,8689,565,286,0,0,19,4,0,1,1,1,6539,0
3085,2320,1689,343,0,0,36,4,0,0,1,0,1739,1
7798,7555,2202,127,0,1,28,4,0,1,1,0,8653,0
3749,3058,2708,36,0,1,15,9,0,0,1,1,2183,0
4267,3633,1251,320,0,0,23,4,3603,0,1,1,101,0
3405,2676,1658,303,0,1,42,10,0,0,1,1,7579,0
151,580,52,144,0,0,30,10,0,0,1,0,2819,1
694,6612,516,405,0,0,27,3,764,0,1,1,1346,0
5697,5221,1908,176,0,1,21,6,0,1,0,0,3795,0
6111,5683,165,257,0,1,5,10,4453,0,1,0,1958,0
2865,2075,1059,324,0,1,3,7,5261,0,1,1,4073,0
8544,8385,1431,298,0,0,28,8,4883,1,1,1,8464,0
4702,4117,2593,269,0,1,15,0,5172,0,0,0,4513,0
2883,2095,538,168,0,0,20,9,6041,0,1,1,9243,0
3031,2261,974,287,0,0,4,5,4564,0,1,1,5990,0
7209,6903,123,262,0,1,29,7,0,0,1,0,7214,1
5991,5548,2180,289,0,1,9,4,0,0,1,0,6211,0
2276,1421,1146,151,0,0,41,3,5087,1,1,0,8797,1
5292,4772,23,354,0,0,10,7,0,1,1,0,3043,0
7445,7164,2363,125,0,0,27,5,0,0,1,0,9759,1
4215,3576,2831,398,0,0,35,1,4178,0,1,1,7195,1
2223,1363,2726,331,0,1,16,9,0,1,1,1,1892,0
100,14,942,274,0,0,22,7,0,0,1,1,3428,0
3307,2567,1314,181,0,0,20,8,0,1,1,1,1880,0
5857,5399,909,203,0,0,38,8,0,0,1,0,5868,1
4738,4156,1203,311,0,0,22,1,262,0,0,0,9862,1
3286,2543,1528,287,0,0,13,1,0,1,0,1,1711,0
7712,7461,2776,154,0,1,12,4,0,1,1,0,3886,0
6067,5633,480,172,0,0,16,7,0,1,0,0,6445,0
9235,9153,900,71,0,1,9,5,4599,0,1,0,8901,0
3577,2866,1357,366,0,1,5,3,5404,1,1,0,9685,0
1465,520,825,415,0,0,14,4,5011,0,1,0,3142,0
2234,1375,391,329,0,0,20,2,0,1,1,1,7525,1
1744,830,1242,459,0,0,21,8,5347,0,0,1,4810,0
6094,5663,2456,198,0,0,13,2,829,0,1,0,2721,0
8781,8648,2058,47,0,1,42,8,5323,0,0,1,7140,0
3944,3274,1026,221,0,0,13,9,1453,0,1,1,7394,0
6862,6516,2167,195,0,1,15,10,0,0,1,0,8291,0
5350,4837,984,86,0,0,39,10,1118,1,1,1,8369,1
9422,9361,1290,310,0,1,15,10,3699,0,1,0,5002,0
2121,1250,2571,280,0,1,12,3,0,0,0,1,129,0
8576,8420,1915,360,0,0,19,10,4677,1,0,0,7163,0
3784,3096,2824,249,0,0,13,10,3168,0,1,0,7104,0
6872,6527,689,459,0,0,9,8,4841,1,1,1,6089,0
916,9079,1313,84,0,1,21,7,0,0,1,1,7571,1
8012,7795,1362,356,0,0,16,2,0,1,1,1,7217,0
4863,4295,2225,73,0,0,15,2,3696,1,1,0,27,0
5422,4917,2646,216,0,0,13,1,172,0,1,1,3699,0
1203,230,1808,72,0,1,17,3,90,0,1,1,1028,0
3852,3172,915,355,0,1,18,10,2248,0,1,1,3095,0
1926,1032,2134,302,0,1,13,1,0,1,0,1,4571,0
3114,2353,1986,228,0,0,22,2,0,0,1,1,2664,1
7639,7380,1839,150,0,1,28,7,0,1,1,1,9066,0
7610,7348,1370,371,0,1,18,6,1577,0,1,1,6771,0
9597,9554,729,118,0,1,8,2,0,1,1,1,7846,0
7698,7444,681,201,0,1,42,10,0,3,1,1,2040,1
8255,8064,336,184,0,0,22,1,3205,0,1,0,4523,0
9565,9519,1588,191,0,0,20,10,2958,3,1,1,8657,1
5247,4722,737,242,0,1,41,6,0,0,1,1,2099,0
5739,5269,887,321,0,0,12,1,5764,0,1,1,4304,0
5325,4809,2337,138,0,0,25,0,1958,0,1,1,8765,1
5761,5293,2369,319,0,0,13,4,0,1,1,1,708,0
2508,1679,2177,286,0,1,28,3,4917,0,1,1,3248,0
1433,485,2646,364,0,1,44,1,2306,1,0,1,2391,0
2582,1761,2700,265,0,0,28,6,1061,1,1,1,2194,0
1302,340,416,37,0,0,13,3,0,1,1,0,7423,0
5812,5350,2068,459,0,1,23,4,2977,0,0,1,7619,0
6114,5686,2674,236,0,0,26,6,0,1,1,0,9035,1
1221,250,236,400,0,1,19,3,4321,1,1,0,8616,0
2548,1723,493,133,0,1,32,5,0,1,1,1,6180,1
750,7235,2044,258,0,1,23,0,0,1,0,1,1724,0
437,3757,1228,125,0,1,17,2,295,1,0,0,1110,0
4371,3749,1476,172,0,0,17,3,4675,0,1,1,8091,1
7495,7219,2552,166,0,0,9,3,0,1,0,1,6894,0
9888,9877,2539,246,0,0,3,2,2130,0,0,0,4157,0
9506,9454,2751,291,0,1,51,7,0,1,0,1,2801,0
2481,1649,1812,84,0,0,39,1,0,1,1,0,9396,0
8444,8274,839,401,0,0,52,4,0,1,1,1,4003,0
2706,1899,2228,305,0,1,4,10,3821,0,1,1,5426,0
4661,4071,878,389,0,0,25,0,0,0,0,1,3166,0
326,2524,2389,203,0,1,17,3,0,1,1,0,215,0
1039,48,441,323,0,0,54,4,0,0,1,1,9255,0
2637,1822,1372,256,0,0,11,0,6250,1,1,0,3596,0
5022,4473,2658,343,0,1,27,3,0,1,1,0,9977,0
2499,1670,2402,223,0,0,19,9,5225,3,0,1,1798,1
2861,2071,879,134,0,0,7,7,0,1,1,0,9409,0
4245,3609,2661,341,0,0,16,9,1827,1,1,0,4869,0
6927,6588,1264,210,0,0,19,6,0,0,0,0,5588,0
8385,8208,2568,214,0,0,44,5,867,1,0,1,1446,0
534,4835,2436,159,0,0,22,8,1142,0,1,0,7387,0
585,5401,2066,369,0,0,33,3,63,0,0,0,4427,1
9914,9907,1242,105,0,0,16,1,188,1,1,0,4504,0
4428,3812,2673,211,0,0,17,6,0,1,1,0,6130,0
4089,3436,850,271,0,0,29,7,0,1,1,1,1661,0
5719,5247,1804,301,0,1,9,1,2119,0,0,0,8795,0
491,4357,1689,319,0,0,23,3,4103,0,1,1,9991,0
6899,6558,1272,178,0,1,48,3,0,0,1,0,1735,1
4353,3729,1470,414,0,0,13,5,0,1,1,0,7060,0
2836,2043,2897,288,0,1,42,9,0,1,1,1,7250,0
7718,7467,1756,349,0,0,42,6,614,1,0,0,5852,1
9523,9473,221,269,0,0,14,0,1172,0,1,0,9129,0
8022,7806,2712,225,0,0,13,4,3004,0,1,0,7701,1
4707,4122,2574,120,0,1,9,9,0,1,1,1,7126,0
